index, img_id, is_valid, scale, proc_id, file_name, pos, angle_deg, overlap_pixels_prev, overlap_pixels_next, packet_array_count,tag, c_packet, c_track, c_imc,root_bucket, next_bucket, next, bucket_id, pkg_index, packet_id, from_proc_id, is_center,pkg_row_start, pkg_row_end, pkg_col_start, pkg_col_end, img_row_start, img_col_start, img_row_count, img_col_count 
1381,1382,1,1,6,,0,2.12274,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7177,6,1,1258,1481,160,383,0,0,224,224
1382,1383,1,1,5,,0,1.0594,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7178,5,1,1018,1241,682,905,0,0,224,224
1383,1384,1,1,5,,0,1.24742,0,0,2,1792,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,20,1,6871,6,0,978,1201,1637,1711,0,0,224,75
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,21,0,7178,5,1,631,854,0,148,0,75,224,149
1384,1385,1,1,6,,0,0.35306,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7179,6,1,40,263,402,625,0,0,224,224
1385,1386,1,1,5,,0,-0.810482,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7180,5,1,4,227,1393,1616,0,0,224,224
1386,1387,1,1,5,,0,-0.949423,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7180,5,1,290,513,823,1046,0,0,224,224
1387,1388,1,1,6,,0,-2.06256,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7181,6,1,152,375,332,555,0,0,224,224
1388,1389,1,1,5,,0,-3.24419,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7182,5,1,154,377,615,838,0,0,224,224
1389,1390,1,1,6,,0,-5.27663,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7183,6,1,1909,2132,118,341,0,0,224,224
1390,1391,1,1,5,,0,-6.38832,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7184,5,1,1767,1990,45,268,0,0,224,224
1391,1392,1,1,5,,0,-12.7273,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7190,5,1,230,453,607,830,0,0,224,224
1392,1393,1,1,6,,0,-14.122,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7191,6,1,670,893,1149,1372,0,0,224,224
1393,1394,1,1,6,,0,-45.3354,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7217,6,1,1671,1894,594,817,0,0,224,224
1394,1395,1,1,6,,0,-159.065,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7313,6,1,1792,2015,994,1217,0,0,224,224
1395,1396,1,1,5,,0,-159.445,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7314,5,1,139,362,673,896,0,0,224,224
1396,1397,1,1,6,,0,-160.793,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7315,6,1,473,696,773,996,0,0,224,224
1397,1398,1,1,6,,0,-167.992,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7321,6,1,653,876,996,1219,0,0,224,224
1398,1399,1,1,5,,0,-172.018,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7324,5,1,1613,1836,664,887,0,0,224,224
1399,1400,1,1,6,,0,-175.647,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7327,6,1,1756,1979,1485,1708,0,0,224,224
1400,1401,1,1,5,,0,100.827,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7398,5,1,229,452,413,636,0,0,224,224
1401,1402,1,1,6,,0,98.8265,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,20,1,7095,6,0,1006,1229,1702,1711,0,0,224,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,21,0,7399,6,1,1891,2114,0,213,0,10,224,214
1402,1403,1,1,6,,0,93.9658,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7403,6,1,2104,2327,88,311,0,0,224,224
1403,1404,1,1,6,,0,92.1885,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7405,6,1,877,1100,65,288,0,0,224,224
1404,1405,1,1,6,,0,92.3655,0,0,3,1792,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,2,20,1,7100,5,0,2209,2430,1617,1711,0,0,222,95
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,20,2,7101,6,0,0,1,1617,1711,222,0,2,95
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,21,0,7405,6,1,513,736,0,128,0,95,224,129
1405,1406,1,1,6,,0,89.654,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7407,6,1,1196,1419,1363,1586,0,0,224,224
1406,1407,1,1,6,,0,87.0066,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7409,6,1,1751,1974,1215,1438,0,0,224,224
1407,1408,1,1,5,,0,85.7478,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7410,5,1,1890,2113,407,630,0,0,224,224
1408,1409,1,1,5,,0,83.4532,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7412,5,1,1719,1942,1094,1317,0,0,224,224
1409,1410,1,1,6,,0,80.0246,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7415,6,1,1432,1655,1081,1304,0,0,224,224
1410,1411,1,1,6,,0,79.9955,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7415,6,1,1492,1715,144,367,0,0,224,224
1411,1412,1,1,6,,0,77.7229,0,0,2,1792,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,1,-1,21,0,7417,6,1,1276,1499,1500,1711,0,0,224,212
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,22,1,7718,5,0,651,874,0,11,0,212,224,12
1412,1413,1,1,6,,0,77.9891,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7417,6,1,731,954,1074,1297,0,0,224,224
1413,1414,1,1,5,,0,76.1883,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7418,5,1,1981,2204,1255,1478,0,0,224,224
1414,1415,1,1,5,,0,76.6546,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,20,1,7114,5,0,654,877,1693,1711,0,0,224,19
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,21,0,7418,5,1,1028,1251,0,204,0,19,224,205
1415,1416,1,1,5,,0,73.6802,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,1,21,0,7420,5,1,2244,2430,422,645,0,0,187,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,1,7421,6,0,0,36,422,645,187,0,37,224
1416,1417,1,1,5,,0,74.1811,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7420,5,1,1219,1442,124,347,0,0,224,224
1417,1418,1,1,6,,0,73.3662,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7421,6,1,456,679,1302,1525,0,0,224,224
1418,1419,1,1,6,,0,73.6199,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,0,21,1,7420,5,0,2366,2430,617,840,0,0,65,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,21,0,7421,6,1,0,158,617,840,65,0,159,224
1419,1420,1,1,6,,0,73.6184,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,0,21,1,7420,5,0,2369,2430,408,631,0,0,62,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,21,0,7421,6,1,0,161,408,631,62,0,162,224
1420,1421,1,1,5,,0,72.187,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7422,5,1,435,658,1138,1361,0,0,224,224
1421,1422,1,1,6,,0,70.3129,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7423,6,1,1830,2053,124,347,0,0,224,224
1422,1423,1,1,6,,0,67.9576,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7425,6,1,1779,2002,916,1139,0,0,224,224
1423,1424,1,1,5,,0,67.1888,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7426,5,1,917,1140,917,1140,0,0,224,224
1424,1425,1,1,5,,0,66.66,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7426,5,1,1996,2219,134,357,0,0,224,224
1425,1426,1,1,6,,0,66.2606,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7427,6,1,382,605,371,594,0,0,224,224
1426,1427,1,1,5,,0,65.1612,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7428,5,1,195,418,818,1041,0,0,224,224
1427,1428,1,1,6,,0,63.7965,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7429,6,1,552,775,559,782,0,0,224,224
1428,1429,1,1,5,,0,61.9185,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7430,5,1,1956,2179,733,956,0,0,224,224
1429,1430,1,1,6,,0,59.0961,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,1,-1,21,0,7433,6,1,426,649,1526,1711,0,0,224,186
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,22,1,7733,6,0,1804,2027,0,37,0,186,224,38
1430,1431,1,1,6,,0,58.3958,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7433,6,1,1856,2079,1425,1648,0,0,224,224
1431,1432,1,1,5,,0,57.2588,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7434,5,1,1747,1970,678,901,0,0,224,224
1432,1433,1,1,6,,0,55.8845,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7435,6,1,2120,2343,1018,1241,0,0,224,224
1433,1434,1,1,6,,0,56.8181,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7435,6,1,214,437,921,1144,0,0,224,224
1434,1435,1,1,6,,0,55.9049,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7435,6,1,2081,2304,356,579,0,0,224,224
1435,1436,1,1,6,,0,56.134,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,20,1,7131,6,0,1710,1933,1602,1711,0,0,224,110
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,21,0,7435,6,1,1612,1835,0,113,0,110,224,114
1436,1437,1,1,6,,0,51.7817,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7439,6,1,771,994,431,654,0,0,224,224
1437,1438,1,1,5,,0,50.9333,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7440,5,1,73,296,814,1037,0,0,224,224
1438,1439,1,1,5,,0,48.3191,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7442,5,1,546,769,1443,1666,0,0,224,224
1439,1440,1,1,5,,0,47.65,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7442,5,1,1912,2135,359,582,0,0,224,224
1440,1441,1,1,5,,0,48.103,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7442,5,1,986,1209,53,276,0,0,224,224
1441,1442,1,1,5,,0,47.7693,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,20,1,7138,5,0,1962,2185,1641,1711,0,0,224,71
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,21,0,7442,5,1,1667,1890,0,152,0,71,224,153
1442,1443,1,1,6,,0,47.1258,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7443,6,1,553,776,1351,1574,0,0,224,224
1443,1444,1,1,6,,0,47.4017,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,0,21,1,7442,5,0,2420,2430,1188,1411,0,0,11,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,21,0,7443,6,1,0,212,1188,1411,11,0,213,224
1444,1445,1,1,6,,0,46.6955,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7443,6,1,1428,1651,70,293,0,0,224,224
1445,1446,1,1,5,,0,45.9064,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7444,5,1,611,834,1193,1416,0,0,224,224
1446,1447,1,1,5,,0,45.699,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7444,5,1,1032,1255,1154,1377,0,0,224,224
1447,1448,1,1,5,,0,43.2904,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7446,5,1,1085,1308,1209,1432,0,0,224,224
1448,1449,1,1,5,,0,43.1595,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7446,5,1,1352,1575,99,322,0,0,224,224
1449,1450,1,1,5,,0,43.5591,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,20,1,7142,5,0,927,1150,1657,1711,0,0,224,55
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,21,0,7446,5,1,536,759,0,168,0,55,224,169
1450,1451,1,1,5,,0,43.7746,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,20,1,7142,5,0,483,706,1618,1711,0,0,224,94
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,21,0,7446,5,1,96,319,0,129,0,94,224,130
1451,1452,1,1,6,,0,41.8444,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7447,6,1,1606,1829,1306,1529,0,0,224,224
1452,1453,1,1,6,,0,41.6906,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7447,6,1,1918,2141,1225,1448,0,0,224,224
1453,1454,1,1,6,,0,42.3592,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7447,6,1,555,778,943,1166,0,0,224,224
1454,1455,1,1,5,,0,40.4185,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7448,5,1,2081,2304,216,439,0,0,224,224
1455,1456,1,1,5,,0,41.0336,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,20,1,7144,5,0,1275,1498,1638,1711,0,0,224,74
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,21,0,7448,5,1,827,1050,0,149,0,74,224,150
1456,1457,1,1,6,,0,39.22,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7449,6,1,2093,2316,1199,1422,0,0,224,224
1457,1458,1,1,6,,0,40.0752,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7449,6,1,350,573,411,634,0,0,224,224
1458,1459,1,1,5,,0,38.6387,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7450,5,1,848,1071,413,636,0,0,224,224
1459,1460,1,1,5,,0,38.8665,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,20,1,7146,5,0,883,1106,1606,1711,0,0,224,106
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,21,0,7450,5,1,384,607,0,117,0,106,224,118
1460,1461,1,1,5,,0,38.9764,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,20,1,7146,5,0,656,879,1658,1711,0,0,224,54
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,21,0,7450,5,1,161,384,0,169,0,54,224,170
1461,1462,1,1,6,,0,37.613,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7451,6,1,509,732,736,959,0,0,224,224
1462,1463,1,1,6,,0,34.4804,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7453,6,1,2037,2260,1121,1344,0,0,224,224
1463,1464,1,1,5,,0,33.2608,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7454,5,1,2094,2317,1117,1340,0,0,224,224
1464,1465,1,1,5,,0,33.6111,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7454,5,1,1380,1603,1148,1371,0,0,224,224
1465,1466,1,1,5,,0,33.7317,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7454,5,1,1133,1356,705,928,0,0,224,224
1466,1467,1,1,6,,0,33.1112,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,0,21,1,7454,5,0,2399,2430,1449,1672,0,0,32,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,21,0,7455,6,1,0,191,1449,1672,32,0,192,224
1467,1468,1,1,6,,0,32.0357,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7455,6,1,2162,2385,1094,1317,0,0,224,224
1468,1469,1,1,6,,0,32.7773,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7455,6,1,649,872,954,1177,0,0,224,224
1469,1470,1,1,6,,0,32.6919,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7455,6,1,821,1044,365,588,0,0,224,224
1470,1471,1,1,6,,0,30.3186,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7457,6,1,798,1021,595,818,0,0,224,224
1471,1472,1,1,5,,0,28.7312,0,0,3,1792,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,1,-1,21,0,7458,5,1,1605,1828,1496,1711,0,0,224,216
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,2,22,1,7758,5,0,2281,2430,0,7,0,216,150,8
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,22,2,7759,6,0,0,73,0,7,150,216,74,8
1472,1473,1,1,5,,0,26.6047,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,21,0,7460,5,1,1080,1303,1039,1262,0,0,224,224
1473,1474,1,1,5,,0,26.143,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
