index, img_id, is_valid, scale, proc_id, file_name, pos, angle_deg, overlap_pixels_prev, overlap_pixels_next, packet_array_count,tag, c_packet, c_track, c_imc,root_bucket, next_bucket, next, bucket_id, pkg_index, packet_id, from_proc_id, is_center,pkg_row_start, pkg_row_end, pkg_col_start, pkg_col_end, img_row_start, img_col_start, img_row_count, img_col_count 
0,1,1,1,5,,0,17.8153,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,0,5,1,0,114,392,615,0,0,115,224
1,2,1,1,6,,0,8.3889,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,9,6,1,1853,2076,899,1122,0,0,224,224
2,3,1,1,5,,0,3.71379,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,14,5,1,1517,1740,1033,1256,0,0,224,224
3,4,1,1,6,,0,-20.5814,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,39,6,1,2172,2395,502,725,0,0,224,224
4,5,1,1,6,,0,-21.899,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,1,-1,0,0,41,6,1,644,867,1546,1711,0,0,224,166
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,1,1,415,6,0,1327,1550,0,57,0,166,224,58
5,6,1,1,6,,0,-38.9541,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,0,0,1,58,5,0,2426,2430,154,377,0,0,5,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,0,0,59,6,1,0,218,154,377,5,0,219,224
6,7,1,1,6,,0,-43.5673,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,63,6,1,1933,2156,158,381,0,0,224,224
7,8,1,1,5,,0,-46.5522,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,66,5,1,2186,2409,838,1061,0,0,224,224
8,9,1,1,6,,0,-149.143,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,173,6,1,1425,1648,1068,1291,0,0,224,224
9,10,1,1,6,,0,-152.697,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,177,6,1,695,918,1058,1281,0,0,224,224
10,11,1,1,6,,0,-176.338,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,201,6,1,2146,2369,797,1020,0,0,224,224
11,12,1,1,6,,0,-177.662,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,203,6,1,634,857,1304,1527,0,0,224,224
12,13,1,1,5,,0,158.216,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,228,5,1,886,1109,970,1193,0,0,224,224
13,14,1,1,6,,0,91.7875,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,297,6,1,1201,1424,834,1057,0,0,224,224
14,15,1,1,6,,0,91.4731,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,297,6,1,1995,2218,0,156,0,0,224,157
15,16,1,1,5,,0,90.6001,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,298,5,1,1773,1996,133,356,0,0,224,224
16,17,1,1,5,,0,89.1095,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,300,5,1,682,905,205,428,0,0,224,224
17,18,1,1,6,,0,88.0704,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,301,6,1,877,1100,115,338,0,0,224,224
18,19,1,1,5,,0,87.4695,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,0,0,1,301,6,0,2397,2430,1362,1585,0,0,34,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,0,0,302,5,1,0,189,1362,1585,34,0,190,224
19,20,1,1,6,,0,86.5155,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,0,0,1,302,5,0,2382,2430,1269,1492,0,0,49,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,0,0,303,6,1,0,174,1269,1492,49,0,175,224
20,21,1,1,6,,0,85.8249,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,303,6,1,1695,1918,218,441,0,0,224,224
21,22,1,1,6,,0,84.2273,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,305,6,1,876,1099,1158,1381,0,0,224,224
22,23,1,1,5,,0,83.3788,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,0,0,306,5,1,587,810,200,423,0,0,224,224
23,24,1,1,5,,0,8.38909,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,1,0,384,5,1,348,571,1330,1553,0,0,224,224
24,25,1,1,6,,0,3.71534,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,0,1,1,388,5,0,2409,2430,1480,1703,0,0,22,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,1,0,389,6,1,0,201,1480,1703,22,0,202,224
25,26,1,1,5,,0,-17.0375,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,1,0,410,5,1,1236,1459,376,599,0,0,224,224
26,27,1,1,5,,0,-20.5799,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,1,0,414,5,1,439,662,1037,1260,0,0,224,224
27,28,1,1,6,,0,-38.954,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,1,0,433,6,1,524,747,753,976,0,0,224,224
28,29,1,1,5,,0,-43.5673,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,0,1,1,437,6,0,2417,2430,775,998,0,0,14,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,1,0,438,5,1,0,209,775,998,14,0,210,224
29,30,1,1,6,,0,-46.5521,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,1,0,441,6,1,209,432,1463,1686,0,0,224,224
30,31,1,1,6,,0,-166.938,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,1,0,565,6,1,1494,1717,746,969,0,0,224,224
31,32,1,1,5,,0,-167.356,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,1,0,566,5,1,113,336,385,608,0,0,224,224
32,33,1,1,6,,0,-168.892,0,0,2,1792,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,0,1,194,5,0,332,555,1643,1711,0,0,224,69
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,1,0,567,6,1,1540,1763,0,154,0,69,224,155
33,34,1,1,5,,0,174.809,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,1,0,584,5,1,1152,1375,388,611,0,0,224,224
34,35,1,1,5,,0,91.4735,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,1,0,670,5,1,1196,1419,1348,1571,0,0,224,224
35,36,1,1,5,,0,91.4307,0,0,2,1792,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,0,1,297,6,0,2101,2324,1605,1711,0,0,224,107
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,1,0,670,5,1,1305,1528,0,116,0,107,224,117
36,37,1,1,6,,0,90.8543,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,1,0,671,6,1,316,539,59,282,0,0,224,224
37,38,1,1,6,,0,88.5581,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,1,0,673,6,1,1208,1431,832,1055,0,0,224,224
38,39,1,1,5,,0,88.0723,0,0,3,1792,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2,1,0,1,2,673,6,0,2430,2430,1540,1711,0,0,1,172
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2,1,-1,1,0,674,5,1,0,222,1540,1711,1,0,223,172
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2,-1,-1,2,1,1043,6,0,532,755,0,51,0,172,224,52
39,40,1,1,6,,0,86.7421,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,1,0,675,6,1,900,1123,784,1007,0,0,224,224
40,41,1,1,5,,0,6.47959,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,0,2,1,757,6,0,2404,2430,401,624,0,0,27,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,2,0,758,5,1,0,196,401,624,27,0,197,224
41,42,1,1,6,,0,-18.4155,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,2,0,783,6,1,1374,1597,894,1117,0,0,224,224
42,43,1,1,5,,0,-20.9741,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,2,0,786,5,1,466,689,750,973,0,0,224,224
43,44,1,1,5,,0,-148.277,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,2,0,916,5,1,1748,1971,1117,1340,0,0,224,224
44,45,1,1,6,,0,-151.246,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,2,0,919,6,1,1844,2067,1074,1297,0,0,224,224
45,46,1,1,5,,0,-153.532,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,2,0,922,5,1,247,470,397,620,0,0,224,224
46,47,1,1,6,,0,-166.155,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,2,0,935,6,1,70,293,233,456,0,0,224,224
47,48,1,1,6,,0,-168.892,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,2,0,937,6,1,2024,2247,1353,1576,0,0,224,224
48,49,1,1,5,,0,-169.804,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,2,0,938,5,1,1863,2086,671,894,0,0,224,224
49,50,1,1,5,,0,-171.077,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,2,0,940,5,1,168,391,1290,1513,0,0,224,224
50,51,1,1,6,,0,91.4298,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,2,0,1039,6,1,1919,2142,1315,1538,0,0,224,224
51,52,1,1,5,,0,90.8548,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,2,0,1040,5,1,916,1139,1481,1704,0,0,224,224
52,53,1,1,5,,0,90.8312,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,2,0,1040,5,1,973,1196,76,299,0,0,224,224
53,54,1,1,5,,0,90.7859,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,2,0,1040,5,1,1087,1310,44,267,0,0,224,224
54,55,1,1,5,,0,88.55,0,0,2,1792,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,1,1,673,6,0,1230,1453,1661,1711,0,0,224,51
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,2,0,1042,5,1,1777,2000,0,172,0,51,224,173
55,56,1,1,6,,0,87.4575,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,2,0,1043,6,1,2060,2283,465,688,0,0,224,224
56,57,1,1,5,,0,86.8563,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,2,0,1044,5,1,1121,1344,468,691,0,0,224,224
57,58,1,1,5,,0,84.6669,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,2,0,1046,5,1,1697,1920,405,628,0,0,224,224
58,59,1,1,6,,0,84.391,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,0,2,1,1046,5,0,2382,2430,301,524,0,0,49,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,2,0,1047,6,1,0,174,301,524,49,0,175,224
59,60,1,1,6,,0,8.93641,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,1,3,0,1123,6,1,2266,2430,964,1187,0,0,165,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,1,1124,5,0,0,58,964,1187,165,0,59,224
60,61,1,1,5,,0,-15.3333,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1148,5,1,1549,1772,322,545,0,0,224,224
61,62,1,1,5,,0,-17.5511,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1150,5,1,2173,2396,213,436,0,0,224,224
62,63,1,1,5,,0,-42.3016,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1176,5,1,163,386,1076,1299,0,0,224,224
63,64,1,1,6,,0,-47.936,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1181,6,1,1937,2160,310,533,0,0,224,224
64,65,1,1,6,,0,-153.855,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1289,6,1,864,1087,1091,1314,0,0,224,224
65,66,1,1,5,,0,-162.732,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1298,5,1,880,1103,34,257,0,0,224,224
66,67,1,1,6,,0,-166.261,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,1,3,0,1301,6,1,2293,2430,1259,1482,0,0,138,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,1,1302,5,0,0,85,1259,1482,138,0,86,224
67,68,1,1,6,,0,-167.755,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1303,6,1,1117,1340,911,1134,0,0,224,224
68,69,1,1,6,,0,-167.613,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1303,6,1,767,990,672,895,0,0,224,224
69,70,1,1,5,,0,-170.488,0,0,2,1792,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,2,1,939,6,0,1130,1353,1706,1711,0,0,224,6
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,3,0,1306,5,1,563,786,0,217,0,6,224,218
70,71,1,1,5,,0,179.314,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1316,5,1,1394,1617,343,566,0,0,224,224
71,72,1,1,6,,0,91.5589,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,2,1,1039,6,0,1598,1821,1652,1711,0,0,224,60
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,3,0,1405,6,1,1198,1421,0,163,0,60,224,164
72,73,1,1,5,,0,90.8331,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,1,-1,3,0,1406,5,1,554,777,1498,1711,0,0,224,214
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,4,1,1768,5,0,1545,1768,0,9,0,214,224,10
73,74,1,1,5,,0,90.785,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1406,5,1,667,890,1466,1689,0,0,224,224
74,75,1,1,6,,0,89.4864,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1407,6,1,1431,1654,598,821,0,0,224,224
75,76,1,1,6,,0,89.8377,0,0,2,1536,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,2,1,1041,6,0,1009,1232,1680,1711,0,0,224,32
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,3,0,1407,6,1,567,790,0,191,0,32,224,192
76,77,1,1,5,,0,88.5505,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1408,5,1,1305,1528,1371,1594,0,0,224,224
77,78,1,1,5,,0,88.5833,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1408,5,1,1224,1447,703,926,0,0,224,224
78,79,1,1,6,,0,87.9821,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1409,6,1,275,498,690,913,0,0,224,224
79,80,1,1,6,,0,81.771,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1415,6,1,964,1187,756,979,0,0,224,224
80,81,1,1,6,,0,78.1471,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1419,6,1,154,377,694,917,0,0,224,224
81,82,1,1,5,,0,19.5791,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,3,0,1478,5,1,586,809,1299,1522,0,0,224,224
82,83,1,1,6,,0,-1.75062,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,4,0,1499,6,1,1847,2070,1259,1482,0,0,224,224
83,84,1,1,6,,0,-37.2526,0,0,3,1792,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,2,3,1,1170,5,0,2265,2430,1707,1711,0,0,166,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,3,2,1171,6,0,0,57,1707,1711,166,0,58,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,4,0,1535,6,1,1324,1547,0,218,0,5,224,219
84,85,1,1,6,,0,-47.2557,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,4,0,1545,6,1,1511,1734,1061,1284,0,0,224,224
85,86,1,1,6,,0,-48.9296,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,4,0,1547,6,1,744,967,875,1098,0,0,224,224
86,87,1,1,6,,0,-59.1554,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,4,0,1557,6,1,1462,1685,918,1141,0,0,224,224
87,88,1,1,6,,0,-162.733,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,4,0,1661,6,1,1902,2125,1456,1679,0,0,224,224
88,89,1,1,6,,0,-165.892,0,0,2,1280,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,0,4,1,1664,5,0,2329,2430,854,1077,0,0,102,224
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,4,0,1665,6,1,0,121,854,1077,102,0,122,224
89,90,1,1,6,,0,-166.571,0,0,2,1792,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,0,-1,3,1,1302,5,0,627,850,1656,1711,0,0,224,56
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-1,-1,4,0,1665,6,1,1561,1784,0,167,0,56,224,168
90,91,1,1,5,,0,-167.607,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,4,0,1666,5,1,1658,1881,414,637,0,0,224,224
91,92,1,1,5,,0,-167.519,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,4,0,1666,5,1,1443,1666,24,247,0,0,224,224
92,93,1,1,6,,0,-170.49,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-1,-1,4,0,1669,6,1,1405,1628,1416,1639,0,0,224,224
